A,B,C
0.24957458796937304,-0.49531262615437399,-0.25772130604479937
0.5130750174313724,-0.46351368825099759,-0.44625317320808344
0.76795464051106099,-0.41092810043224254,-0.62692595911128746
1.0109303275720574,-0.34043310177444586,-0.79732625140316515
1.2413080982881399,-0.25510432518478188,-0.95455753949425581
1.4614150520432669,-0.15687115452026495,-1.0947805815689426
1.6756181879180987,-0.045540410628115327,-1.2133821170044428
1.8887433192237628,0.081732287594755246,-1.3044454473394242
2.1036979772529243,0.22976766908283697,-1.3600403404945263
2.3188292564275379,0.40292089086589816,-1.3703515666050972
2.5266477482810914,0.60154301344889605,-1.3257019232822416
2.7154120279778584,0.81973940969409309,-1.2199110963538375
2.8726262095908162,1.0463378739629281,-1.0526242849476226
2.987664366347031,1.268026386601645,-0.82920195325193247
3.0522287451619405,1.4721930886708925,-0.55934219239436
3.0597875376598149,1.6484742393298637,-0.25616895617813151
3.0056591872092664,1.7895138528910581,0.063990321824388061
2.8882918473283605,1.8913642150337608,0.38220867091296995
2.710878250872244,1.953277360397085,0.67880962730579097
2.4819775585084063,1.9766694789320332,0.93595601234015979
2.2147650613462515,1.9638471092901681,1.1396423136579059
1.9255978355758734,1.9175283750354615,1.2806140483761999
1.6322062260383141,1.8415117321073686,1.3549498223308201
1.3508764839046714,1.7416143281557719,1.3647433632395702
1.0926285235668034,1.6253026595653075,1.3178409355557232
0.86061960672195159,1.4994805716784909,1.2254731826614247
0.65115969491752879,1.3679943597879549,1.0987976306517082
0.45755592844607018,1.2307881153001508,0.94670938849217934
0.27387982939800798,1.0848695060518989,0.7757450401689433
0.096946690731241486,0.92599212913342144,0.5910654133756883
-0.073356442985679948,0.75021945424486869,0.39735252756975181
-0.23467281426093789,0.55516085808452886,0.1991352718045046
-0.38319239059900267,0.34087287931567828,0.00056685491515867659
-0.51479580597800001,0.11024067567356138,-0.19503044701909844
-0.62611620986780436,-0.13151465650384531,-0.38533270286479376
-0.71535025298430077,-0.37826915057057969,-0.56853666167503658
-0.78265332679194222,-0.62479495039038058,-0.74254741956651826
-0.8299308081735477,-0.86815679465128426,-0.90450278631003345
-0.8599876520514107,-1.1083929540146544,-1.0507870259290266
-0.87526014450956713,-1.3485220408263481,-1.1770759459907087
-0.87649052722128029,-1.5937731352803852,-1.2779655087291684
-0.86183209988795506,-1.8496471351892063,-1.3462419683269413
-0.82710672486772807,-2.1186690145902216,-1.3725908226035641
-0.76775254447736907,-2.3970141182891829,-1.3469457247845265
-0.68169910981063009,-2.6735368844667233,-1.2616156541313805
-0.57105476739505345,-2.9324321324905505,-1.1142243473401268
-0.44136230321524267,-3.1573454391303892,-0.90838506535708852
